Region No,Group No,Action 1,Action 2,Action 3,Action 4,Action 5,Action 6,Action 7,Action 8,Action 9,Action 10,Action 11,Action 12,Action 13,Action 14,Action 15,Action 16,Action 17,Action 18,Action 19,Action 20,Action 21,Action 22,Action 23,Action 24,Action 25,Action to Next Point
1,243,1,0,2,-1,-2,-2,-3,-2,-2,-1,-2,-1,-1,0,-1,2,2,2,2,-2,1,-1,2,2,2,2
1,244,0,2,-1,-2,-2,-3,-2,-2,-1,-2,-1,-1,0,-1,2,2,2,2,-2,1,-1,2,2,2,2,3
1,245,2,-1,-2,-2,-3,-2,-2,-1,-2,-1,-1,0,-1,2,2,2,2,-2,1,-1,2,2,2,2,3,2
1,246,-1,-2,-2,-3,-2,-2,-1,-2,-1,-1,0,-1,2,2,2,2,-2,1,-1,2,2,2,2,3,2,2
1,247,-2,-2,-3,-2,-2,-1,-2,-1,-1,0,-1,2,2,2,2,-2,1,-1,2,2,2,2,3,2,2,2
1,248,-2,-3,-2,-2,-1,-2,-1,-1,0,-1,2,2,2,2,-2,1,-1,2,2,2,2,3,2,2,2,1
1,249,-3,-2,-2,-1,-2,-1,-1,0,-1,2,2,2,2,-2,1,-1,2,2,2,2,3,2,2,2,1,0
1,250,-2,-2,-1,-2,-1,-1,0,-1,2,2,2,2,-2,1,-1,2,2,2,2,3,2,2,2,1,0,1
1,251,-2,-1,-2,-1,-1,0,-1,2,2,2,2,-2,1,-1,2,2,2,2,3,2,2,2,1,0,1,-1
1,252,-1,-2,-1,-1,0,-1,2,2,2,2,-2,1,-1,2,2,2,2,3,2,2,2,1,0,1,-1,-2
1,253,-2,-1,-1,0,-1,2,2,2,2,-2,1,-1,2,2,2,2,3,2,2,2,1,0,1,-1,-2,-1
1,254,-1,-1,0,-1,2,2,2,2,-2,1,-1,2,2,2,2,3,2,2,2,1,0,1,-1,-2,-1,1
1,255,-1,0,-1,2,2,2,2,-2,1,-1,2,2,2,2,3,2,2,2,1,0,1,-1,-2,-1,1,2
1,256,0,-1,2,2,2,2,-2,1,-1,2,2,2,2,3,2,2,2,1,0,1,-1,-2,-1,1,2,2
1,257,-1,2,2,2,2,-2,1,-1,2,2,2,2,3,2,2,2,1,0,1,-1,-2,-1,1,2,2,3
1,258,2,2,2,2,-2,1,-1,2,2,2,2,3,2,2,2,1,0,1,-1,-2,-1,1,2,2,3,1
1,259,2,2,2,-2,1,-1,2,2,2,2,3,2,2,2,1,0,1,-1,-2,-1,1,2,2,3,1,-1
1,260,2,2,-2,1,-1,2,2,2,2,3,2,2,2,1,0,1,-1,-2,-1,1,2,2,3,1,-1,-2
1,261,2,-2,1,-1,2,2,2,2,3,2,2,2,1,0,1,-1,-2,-1,1,2,2,3,1,-1,-2,-1
1,262,-2,1,-1,2,2,2,2,3,2,2,2,1,0,1,-1,-2,-1,1,2,2,3,1,-1,-2,-1,1
1,263,1,-1,2,2,2,2,3,2,2,2,1,0,1,-1,-2,-1,1,2,2,3,1,-1,-2,-1,1,-1
1,264,-1,2,2,2,2,3,2,2,2,1,0,1,-1,-2,-1,1,2,2,3,1,-1,-2,-1,1,-1,-2
1,265,2,2,2,2,3,2,2,2,1,0,1,-1,-2,-1,1,2,2,3,1,-1,-2,-1,1,-1,-2,-2
1,266,2,2,2,3,2,2,2,1,0,1,-1,-2,-1,1,2,2,3,1,-1,-2,-1,1,-1,-2,-2,2
1,267,2,2,3,2,2,2,1,0,1,-1,-2,-1,1,2,2,3,1,-1,-2,-1,1,-1,-2,-2,2,1
1,268,2,3,2,2,2,1,0,1,-1,-2,-1,1,2,2,3,1,-1,-2,-1,1,-1,-2,-2,2,1,2
1,269,3,2,2,2,1,0,1,-1,-2,-1,1,2,2,3,1,-1,-2,-1,1,-1,-2,-2,2,1,2,2
1,270,2,2,2,1,0,1,-1,-2,-1,1,2,2,3,1,-1,-2,-1,1,-1,-2,-2,2,1,2,2,2
1,271,2,2,1,0,1,-1,-2,-1,1,2,2,3,1,-1,-2,-1,1,-1,-2,-2,2,1,2,2,2,2
1,272,2,1,0,1,-1,-2,-1,1,2,2,3,1,-1,-2,-1,1,-1,-2,-2,2,1,2,2,2,2,0
1,273,1,0,1,-1,-2,-1,1,2,2,3,1,-1,-2,-1,1,-1,-2,-2,2,1,2,2,2,2,0,-2
1,274,0,1,-1,-2,-1,1,2,2,3,1,-1,-2,-1,1,-1,-2,-2,2,1,2,2,2,2,0,-2,-2
1,275,1,-1,-2,-1,1,2,2,3,1,-1,-2,-1,1,-1,-2,-2,2,1,2,2,2,2,0,-2,-2,2
1,276,-1,-2,-1,1,2,2,3,1,-1,-2,-1,1,-1,-2,-2,2,1,2,2,2,2,0,-2,-2,2,2
1,277,-2,-1,1,2,2,3,1,-1,-2,-1,1,-1,-2,-2,2,1,2,2,2,2,0,-2,-2,2,2,2
1,278,-1,1,2,2,3,1,-1,-2,-1,1,-1,-2,-2,2,1,2,2,2,2,0,-2,-2,2,2,2,2
1,279,1,2,2,3,1,-1,-2,-1,1,-1,-2,-2,2,1,2,2,2,2,0,-2,-2,2,2,2,2,1
1,280,2,2,3,1,-1,-2,-1,1,-1,-2,-2,2,1,2,2,2,2,0,-2,-2,2,2,2,2,1,-2
1,281,2,3,1,-1,-2,-1,1,-1,-2,-2,2,1,2,2,2,2,0,-2,-2,2,2,2,2,1,-2,-2
1,282,3,1,-1,-2,-1,1,-1,-2,-2,2,1,2,2,2,2,0,-2,-2,2,2,2,2,1,-2,-2,-2
1,283,1,-1,-2,-1,1,-1,-2,-2,2,1,2,2,2,2,0,-2,-2,2,2,2,2,1,-2,-2,-2,-2
1,284,-1,-2,-1,1,-1,-2,-2,2,1,2,2,2,2,0,-2,-2,2,2,2,2,1,-2,-2,-2,-2,-2
1,285,-2,-1,1,-1,-2,-2,2,1,2,2,2,2,0,-2,-2,2,2,2,2,1,-2,-2,-2,-2,-2,-2
1,286,-1,1,-1,-2,-2,2,1,2,2,2,2,0,-2,-2,2,2,2,2,1,-2,-2,-2,-2,-2,-2,0
1,287,1,-1,-2,-2,2,1,2,2,2,2,0,-2,-2,2,2,2,2,1,-2,-2,-2,-2,-2,-2,0,1
1,288,-1,-2,-2,2,1,2,2,2,2,0,-2,-2,2,2,2,2,1,-2,-2,-2,-2,-2,-2,0,1,-1
1,289,-2,-2,2,1,2,2,2,2,0,-2,-2,2,2,2,2,1,-2,-2,-2,-2,-2,-2,0,1,-1,2
1,290,-2,2,1,2,2,2,2,0,-2,-2,2,2,2,2,1,-2,-2,-2,-2,-2,-2,0,1,-1,2,0
1,291,2,1,2,2,2,2,0,-2,-2,2,2,2,2,1,-2,-2,-2,-2,-2,-2,0,1,-1,2,0,3
1,292,1,2,2,2,2,0,-2,-2,2,2,2,2,1,-2,-2,-2,-2,-2,-2,0,1,-1,2,0,3,1
1,293,2,2,2,2,0,-2,-2,2,2,2,2,1,-2,-2,-2,-2,-2,-2,0,1,-1,2,0,3,1,-1
1,294,2,2,2,0,-2,-2,2,2,2,2,1,-2,-2,-2,-2,-2,-2,0,1,-1,2,0,3,1,-1,-3
1,295,2,2,0,-2,-2,2,2,2,2,1,-2,-2,-2,-2,-2,-2,0,1,-1,2,0,3,1,-1,-3,-2
1,296,2,0,-2,-2,2,2,2,2,1,-2,-2,-2,-2,-2,-2,0,1,-1,2,0,3,1,-1,-3,-2,-2
1,297,0,-2,-2,2,2,2,2,1,-2,-2,-2,-2,-2,-2,0,1,-1,2,0,3,1,-1,-3,-2,-2,-2
1,298,-2,-2,2,2,2,2,1,-2,-2,-2,-2,-2,-2,0,1,-1,2,0,3,1,-1,-3,-2,-2,-2,1
1,299,-2,2,2,2,2,1,-2,-2,-2,-2,-2,-2,0,1,-1,2,0,3,1,-1,-3,-2,-2,-2,1,1
1,300,2,2,2,2,1,-2,-2,-2,-2,-2,-2,0,1,-1,2,0,3,1,-1,-3,-2,-2,-2,1,1,2
1,301,2,2,2,1,-2,-2,-2,-2,-2,-2,0,1,-1,2,0,3,1,-1,-3,-2,-2,-2,1,1,2,2
1,302,2,2,1,-2,-2,-2,-2,-2,-2,0,1,-1,2,0,3,1,-1,-3,-2,-2,-2,1,1,2,2,3
1,303,2,1,-2,-2,-2,-2,-2,-2,0,1,-1,2,0,3,1,-1,-3,-2,-2,-2,1,1,2,2,3,2
1,304,1,-2,-2,-2,-2,-2,-2,0,1,-1,2,0,3,1,-1,-3,-2,-2,-2,1,1,2,2,3,2,2
1,305,-2,-2,-2,-2,-2,-2,0,1,-1,2,0,3,1,-1,-3,-2,-2,-2,1,1,2,2,3,2,2,1
1,306,-2,-2,-2,-2,-2,0,1,-1,2,0,3,1,-1,-3,-2,-2,-2,1,1,2,2,3,2,2,1,0
1,307,-2,-2,-2,-2,0,1,-1,2,0,3,1,-1,-3,-2,-2,-2,1,1,2,2,3,2,2,1,0,-2
1,308,-2,-2,-2,0,1,-1,2,0,3,1,-1,-3,-2,-2,-2,1,1,2,2,3,2,2,1,0,-2,-1
1,309,-2,-2,0,1,-1,2,0,3,1,-1,-3,-2,-2,-2,1,1,2,2,3,2,2,1,0,-2,-1,1
1,310,-2,0,1,-1,2,0,3,1,-1,-3,-2,-2,-2,1,1,2,2,3,2,2,1,0,-2,-1,1,-2
1,311,0,1,-1,2,0,3,1,-1,-3,-2,-2,-2,1,1,2,2,3,2,2,1,0,-2,-1,1,-2,-1
1,312,1,-1,2,0,3,1,-1,-3,-2,-2,-2,1,1,2,2,3,2,2,1,0,-2,-1,1,-2,-1,2
1,313,-1,2,0,3,1,-1,-3,-2,-2,-2,1,1,2,2,3,2,2,1,0,-2,-1,1,-2,-1,2,3
1,314,2,0,3,1,-1,-3,-2,-2,-2,1,1,2,2,3,2,2,1,0,-2,-1,1,-2,-1,2,3,2
1,315,0,3,1,-1,-3,-2,-2,-2,1,1,2,2,3,2,2,1,0,-2,-1,1,-2,-1,2,3,2,1
1,316,3,1,-1,-3,-2,-2,-2,1,1,2,2,3,2,2,1,0,-2,-1,1,-2,-1,2,3,2,1,-2
1,317,1,-1,-3,-2,-2,-2,1,1,2,2,3,2,2,1,0,-2,-1,1,-2,-1,2,3,2,1,-2,1
1,318,-1,-3,-2,-2,-2,1,1,2,2,3,2,2,1,0,-2,-1,1,-2,-1,2,3,2,1,-2,1,0
1,319,-3,-2,-2,-2,1,1,2,2,3,2,2,1,0,-2,-1,1,-2,-1,2,3,2,1,-2,1,0,3
1,320,-2,-2,-2,1,1,2,2,3,2,2,1,0,-2,-1,1,-2,-1,2,3,2,1,-2,1,0,3,-1
1,321,-2,-2,1,1,2,2,3,2,2,1,0,-2,-1,1,-2,-1,2,3,2,1,-2,1,0,3,-1,-2
1,322,-2,1,1,2,2,3,2,2,1,0,-2,-1,1,-2,-1,2,3,2,1,-2,1,0,3,-1,-2,0
1,323,1,1,2,2,3,2,2,1,0,-2,-1,1,-2,-1,2,3,2,1,-2,1,0,3,-1,-2,0,-3
1,324,1,2,2,3,2,2,1,0,-2,-1,1,-2,-1,2,3,2,1,-2,1,0,3,-1,-2,0,-3,-2
1,325,2,2,3,2,2,1,0,-2,-1,1,-2,-1,2,3,2,1,-2,1,0,3,-1,-2,0,-3,-2,-2
1,326,2,3,2,2,1,0,-2,-1,1,-2,-1,2,3,2,1,-2,1,0,3,-1,-2,0,-3,-2,-2,-1
1,327,3,2,2,1,0,-2,-1,1,-2,-1,2,3,2,1,-2,1,0,3,-1,-2,0,-3,-2,-2,-1,0
1,328,2,2,1,0,-2,-1,1,-2,-1,2,3,2,1,-2,1,0,3,-1,-2,0,-3,-2,-2,-1,0,-2
1,329,2,1,0,-2,-1,1,-2,-1,2,3,2,1,-2,1,0,3,-1,-2,0,-3,-2,-2,-1,0,-2,-2
1,330,1,0,-2,-1,1,-2,-1,2,3,2,1,-2,1,0,3,-1,-2,0,-3,-2,-2,-1,0,-2,-2,-2
1,331,0,-2,-1,1,-2,-1,2,3,2,1,-2,1,0,3,-1,-2,0,-3,-2,-2,-1,0,-2,-2,-2,-2
1,332,-2,-1,1,-2,-1,2,3,2,1,-2,1,0,3,-1,-2,0,-3,-2,-2,-1,0,-2,-2,-2,-2,-2
1,333,-1,1,-2,-1,2,3,2,1,-2,1,0,3,-1,-2,0,-3,-2,-2,-1,0,-2,-2,-2,-2,-2,-1
1,334,1,-2,-1,2,3,2,1,-2,1,0,3,-1,-2,0,-3,-2,-2,-1,0,-2,-2,-2,-2,-2,-1,-1
1,335,-2,-1,2,3,2,1,-2,1,0,3,-1,-2,0,-3,-2,-2,-1,0,-2,-2,-2,-2,-2,-1,-1,-1
1,336,-1,2,3,2,1,-2,1,0,3,-1,-2,0,-3,-2,-2,-1,0,-2,-2,-2,-2,-2,-1,-1,-1,1
1,337,2,3,2,1,-2,1,0,3,-1,-2,0,-3,-2,-2,-1,0,-2,-2,-2,-2,-2,-1,-1,-1,1,1
1,338,3,2,1,-2,1,0,3,-1,-2,0,-3,-2,-2,-1,0,-2,-2,-2,-2,-2,-1,-1,-1,1,1,2
1,339,2,1,-2,1,0,3,-1,-2,0,-3,-2,-2,-1,0,-2,-2,-2,-2,-2,-1,-1,-1,1,1,2,3
1,340,1,-2,1,0,3,-1,-2,0,-3,-2,-2,-1,0,-2,-2,-2,-2,-2,-1,-1,-1,1,1,2,3,2
