Region No,Group No,Action 1,Action 2,Action 3,Action 4,Action 5,Action 6,Action 7,Action 8,Action 9,Action 10,Action to Next Point
1,167,-1,-1,-3,-2,-3,-3,-3,-2,-2,0,0
1,168,-1,-3,-2,-3,-3,-3,-2,-2,0,0,2
1,169,-3,-2,-3,-3,-3,-2,-2,0,0,2,2
1,170,-2,-3,-3,-3,-2,-2,0,0,2,2,2
1,171,-3,-3,-3,-2,-2,0,0,2,2,2,3
1,172,-3,-3,-2,-2,0,0,2,2,2,3,3
1,173,-3,-2,-2,0,0,2,2,2,3,3,3
1,174,-2,-2,0,0,2,2,2,3,3,3,3
1,175,-2,0,0,2,2,2,3,3,3,3,1
1,176,0,0,2,2,2,3,3,3,3,1,1
1,177,0,2,2,2,3,3,3,3,1,1,-1
1,178,2,2,2,3,3,3,3,1,1,-1,-1
1,179,2,2,3,3,3,3,1,1,-1,-1,-3
1,180,2,3,3,3,3,1,1,-1,-1,-3,-2
1,181,3,3,3,3,1,1,-1,-1,-3,-2,-3
1,182,3,3,3,1,1,-1,-1,-3,-2,-3,-3
1,183,3,3,1,1,-1,-1,-3,-2,-3,-3,-3
1,184,3,1,1,-1,-1,-3,-2,-3,-3,-3,-2
1,185,1,1,-1,-1,-3,-2,-3,-3,-3,-2,-2
1,186,1,-1,-1,-3,-2,-3,-3,-3,-2,-2,0
1,187,-1,-1,-3,-2,-3,-3,-3,-2,-2,0,0
1,188,-1,-3,-2,-3,-3,-3,-2,-2,0,0,2
1,189,-3,-2,-3,-3,-3,-2,-2,0,0,2,2
1,190,-2,-3,-3,-3,-2,-2,0,0,2,2,2
1,191,-3,-3,-3,-2,-2,0,0,2,2,2,3
1,192,-3,-3,-2,-2,0,0,2,2,2,3,3
1,193,-3,-2,-2,0,0,2,2,2,3,3,3
1,194,-2,-2,0,0,2,2,2,3,3,3,3
1,195,-2,0,0,2,2,2,3,3,3,3,1
1,196,0,0,2,2,2,3,3,3,3,1,1
1,197,0,2,2,2,3,3,3,3,1,1,-1
1,198,2,2,2,3,3,3,3,1,1,-1,-1
1,199,2,2,3,3,3,3,1,1,-1,-1,-3
1,200,2,3,3,3,3,1,1,-1,-1,-3,-2
1,201,3,3,3,3,1,1,-1,-1,-3,-2,-3
1,202,3,3,3,1,1,-1,-1,-3,-2,-3,-3
1,203,3,3,1,1,-1,-1,-3,-2,-3,-3,-3
1,204,3,1,1,-1,-1,-3,-2,-3,-3,-3,-2
1,205,1,1,-1,-1,-3,-2,-3,-3,-3,-2,-2
1,206,1,-1,-1,-3,-2,-3,-3,-3,-2,-2,0
1,207,-1,-1,-3,-2,-3,-3,-3,-2,-2,0,0
1,208,-1,-3,-2,-3,-3,-3,-2,-2,0,0,2
1,209,-3,-2,-3,-3,-3,-2,-2,0,0,2,2
1,210,-2,-3,-3,-3,-2,-2,0,0,2,2,2
1,211,-3,-3,-3,-2,-2,0,0,2,2,2,3
1,212,-3,-3,-2,-2,0,0,2,2,2,3,3
1,213,-3,-2,-2,0,0,2,2,2,3,3,3
1,214,-2,-2,0,0,2,2,2,3,3,3,3
1,215,-2,0,0,2,2,2,3,3,3,3,1
1,216,0,0,2,2,2,3,3,3,3,1,1
1,217,0,2,2,2,3,3,3,3,1,1,-1
1,218,2,2,2,3,3,3,3,1,1,-1,-1
1,219,2,2,3,3,3,3,1,1,-1,-1,-3
1,220,2,3,3,3,3,1,1,-1,-1,-3,-2
1,221,3,3,3,3,1,1,-1,-1,-3,-2,-3
1,222,3,3,3,1,1,-1,-1,-3,-2,-3,-3
1,223,3,3,1,1,-1,-1,-3,-2,-3,-3,-3
1,224,3,1,1,-1,-1,-3,-2,-3,-3,-3,-2
1,225,1,1,-1,-1,-3,-2,-3,-3,-3,-2,-2
1,226,1,-1,-1,-3,-2,-3,-3,-3,-2,-2,0
1,227,-1,-1,-3,-2,-3,-3,-3,-2,-2,0,0
1,228,-1,-3,-2,-3,-3,-3,-2,-2,0,0,2
1,229,-3,-2,-3,-3,-3,-2,-2,0,0,2,2
1,230,-2,-3,-3,-3,-2,-2,0,0,2,2,2
1,231,-3,-3,-3,-2,-2,0,0,2,2,2,3
1,232,-3,-3,-2,-2,0,0,2,2,2,3,3
1,233,-3,-2,-2,0,0,2,2,2,3,3,3
1,234,-2,-2,0,0,2,2,2,3,3,3,3
1,235,-2,0,0,2,2,2,3,3,3,3,1
1,236,0,0,2,2,2,3,3,3,3,1,1
1,237,0,2,2,2,3,3,3,3,1,1,-1
1,238,2,2,2,3,3,3,3,1,1,-1,-1
1,239,2,2,3,3,3,3,1,1,-1,-1,-3
1,240,2,3,3,3,3,1,1,-1,-1,-3,-2
1,241,3,3,3,3,1,1,-1,-1,-3,-2,-3
1,242,3,3,3,1,1,-1,-1,-3,-2,-3,-3
1,243,3,3,1,1,-1,-1,-3,-2,-3,-3,-3
1,244,3,1,1,-1,-1,-3,-2,-3,-3,-3,-2
1,245,1,1,-1,-1,-3,-2,-3,-3,-3,-2,-2
1,246,1,-1,-1,-3,-2,-3,-3,-3,-2,-2,0
1,247,-1,-1,-3,-2,-3,-3,-3,-2,-2,0,0
1,248,-1,-3,-2,-3,-3,-3,-2,-2,0,0,2
1,249,-3,-2,-3,-3,-3,-2,-2,0,0,2,2
1,250,-2,-3,-3,-3,-2,-2,0,0,2,2,2
1,251,-3,-3,-3,-2,-2,0,0,2,2,2,3
1,252,-3,-3,-2,-2,0,0,2,2,2,3,3
1,253,-3,-2,-2,0,0,2,2,2,3,3,3
1,254,-2,-2,0,0,2,2,2,3,3,3,3
1,255,-2,0,0,2,2,2,3,3,3,3,1
1,256,0,0,2,2,2,3,3,3,3,1,1
1,257,0,2,2,2,3,3,3,3,1,1,-1
1,258,2,2,2,3,3,3,3,1,1,-1,-1
1,259,2,2,3,3,3,3,1,1,-1,-1,-3
1,260,2,3,3,3,3,1,1,-1,-1,-3,-2
1,261,3,3,3,3,1,1,-1,-1,-3,-2,-3
1,262,3,3,3,1,1,-1,-1,-3,-2,-3,-3
1,263,3,3,1,1,-1,-1,-3,-2,-3,-3,-3
1,264,3,1,1,-1,-1,-3,-2,-3,-3,-3,-2
1,265,1,1,-1,-1,-3,-2,-3,-3,-3,-2,-2
1,266,1,-1,-1,-3,-2,-3,-3,-3,-2,-2,0
1,267,-1,-1,-3,-2,-3,-3,-3,-2,-2,0,0
1,268,-1,-3,-2,-3,-3,-3,-2,-2,0,0,2
1,269,-3,-2,-3,-3,-3,-2,-2,0,0,2,2
1,270,-2,-3,-3,-3,-2,-2,0,0,2,2,2
1,271,-3,-3,-3,-2,-2,0,0,2,2,2,3
1,272,-3,-3,-2,-2,0,0,2,2,2,3,3
1,273,-3,-2,-2,0,0,2,2,2,3,3,3
1,274,-2,-2,0,0,2,2,2,3,3,3,3
1,275,-2,0,0,2,2,2,3,3,3,3,1
1,276,0,0,2,2,2,3,3,3,3,1,1
1,277,0,2,2,2,3,3,3,3,1,1,-1
1,278,2,2,2,3,3,3,3,1,1,-1,-1
1,279,2,2,3,3,3,3,1,1,-1,-1,-3
1,280,2,3,3,3,3,1,1,-1,-1,-3,-2
1,281,3,3,3,3,1,1,-1,-1,-3,-2,-3
1,282,3,3,3,1,1,-1,-1,-3,-2,-3,-3
1,283,3,3,1,1,-1,-1,-3,-2,-3,-3,-3
1,284,3,1,1,-1,-1,-3,-2,-3,-3,-3,-2
1,285,1,1,-1,-1,-3,-2,-3,-3,-3,-2,-2
1,286,1,-1,-1,-3,-2,-3,-3,-3,-2,-2,0
1,287,-1,-1,-3,-2,-3,-3,-3,-2,-2,0,0
1,288,-1,-3,-2,-3,-3,-3,-2,-2,0,0,2
1,289,-3,-2,-3,-3,-3,-2,-2,0,0,2,2
1,290,-2,-3,-3,-3,-2,-2,0,0,2,2,2
2,1,0,3,3,2,1,1,0,-2,-2,-2,-3
2,2,3,3,2,1,1,0,-2,-2,-2,-3,-3
2,3,3,2,1,1,0,-2,-2,-2,-3,-3,-3
2,4,2,1,1,0,-2,-2,-2,-3,-3,-3,-2
2,5,1,1,0,-2,-2,-2,-3,-3,-3,-2,-2
2,6,1,0,-2,-2,-2,-3,-3,-3,-2,-2,0
2,7,0,-2,-2,-2,-3,-3,-3,-2,-2,0,0
2,8,-2,-2,-2,-3,-3,-3,-2,-2,0,0,2
2,9,-2,-2,-3,-3,-3,-2,-2,0,0,2,2
2,10,-2,-3,-3,-3,-2,-2,0,0,2,2,2
2,11,-3,-3,-3,-2,-2,0,0,2,2,2,3
2,12,-3,-3,-2,-2,0,0,2,2,2,3,3
2,13,-3,-2,-2,0,0,2,2,2,3,3,3
2,14,-2,-2,0,0,2,2,2,3,3,3,3
2,15,-2,0,0,2,2,2,3,3,3,3,1
2,16,0,0,2,2,2,3,3,3,3,1,1
2,17,0,2,2,2,3,3,3,3,1,1,-1
2,18,2,2,2,3,3,3,3,1,1,-1,-1
2,19,2,2,3,3,3,3,1,1,-1,-1,-2
2,20,2,3,3,3,3,1,1,-1,-1,-2,-3
2,21,3,3,3,3,1,1,-1,-1,-2,-3,-3
2,22,3,3,3,1,1,-1,-1,-2,-3,-3,-3
2,23,3,3,1,1,-1,-1,-2,-3,-3,-3,-3
2,24,3,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2,25,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-2
2,26,1,-1,-1,-2,-3,-3,-3,-3,-2,-2,0
2,27,-1,-1,-2,-3,-3,-3,-3,-2,-2,0,0
2,28,-1,-2,-3,-3,-3,-3,-2,-2,0,0,2
2,29,-2,-3,-3,-3,-3,-2,-2,0,0,2,2
2,30,-3,-3,-3,-3,-2,-2,0,0,2,2,2
2,31,-3,-3,-3,-2,-2,0,0,2,2,2,3
2,32,-3,-3,-2,-2,0,0,2,2,2,3,3
2,33,-3,-2,-2,0,0,2,2,2,3,3,3
2,34,-2,-2,0,0,2,2,2,3,3,3,3
2,35,-2,0,0,2,2,2,3,3,3,3,1
2,36,0,0,2,2,2,3,3,3,3,1,1
2,37,0,2,2,2,3,3,3,3,1,1,-1
2,38,2,2,2,3,3,3,3,1,1,-1,-1
2,39,2,2,3,3,3,3,1,1,-1,-1,-2
2,40,2,3,3,3,3,1,1,-1,-1,-2,-3
2,41,3,3,3,3,1,1,-1,-1,-2,-3,-3
2,42,3,3,3,1,1,-1,-1,-2,-3,-3,-3
2,43,3,3,1,1,-1,-1,-2,-3,-3,-3,-3
2,44,3,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2,45,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-2
2,46,1,-1,-1,-2,-3,-3,-3,-3,-2,-2,0
2,47,-1,-1,-2,-3,-3,-3,-3,-2,-2,0,0
2,48,-1,-2,-3,-3,-3,-3,-2,-2,0,0,2
2,49,-2,-3,-3,-3,-3,-2,-2,0,0,2,2
2,50,-3,-3,-3,-3,-2,-2,0,0,2,2,2
2,51,-3,-3,-3,-2,-2,0,0,2,2,2,3
2,52,-3,-3,-2,-2,0,0,2,2,2,3,3
2,53,-3,-2,-2,0,0,2,2,2,3,3,3
2,54,-2,-2,0,0,2,2,2,3,3,3,3
2,55,-2,0,0,2,2,2,3,3,3,3,1
2,56,0,0,2,2,2,3,3,3,3,1,1
2,57,0,2,2,2,3,3,3,3,1,1,-1
2,58,2,2,2,3,3,3,3,1,1,-1,-1
2,59,2,2,3,3,3,3,1,1,-1,-1,-2
2,60,2,3,3,3,3,1,1,-1,-1,-2,-3
2,61,3,3,3,3,1,1,-1,-1,-2,-3,-3
2,62,3,3,3,1,1,-1,-1,-2,-3,-3,-3
2,63,3,3,1,1,-1,-1,-2,-3,-3,-3,-3
2,64,3,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2,65,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-2
2,66,1,-1,-1,-2,-3,-3,-3,-3,-2,-2,0
2,67,-1,-1,-2,-3,-3,-3,-3,-2,-2,0,0
2,68,-1,-2,-3,-3,-3,-3,-2,-2,0,0,2
2,69,-2,-3,-3,-3,-3,-2,-2,0,0,2,2
2,70,-3,-3,-3,-3,-2,-2,0,0,2,2,2
2,71,-3,-3,-3,-2,-2,0,0,2,2,2,3
2,72,-3,-3,-2,-2,0,0,2,2,2,3,3
2,73,-3,-2,-2,0,0,2,2,2,3,3,3
2,74,-2,-2,0,0,2,2,2,3,3,3,3
2,75,-2,0,0,2,2,2,3,3,3,3,1
2,76,0,0,2,2,2,3,3,3,3,1,1
2,77,0,2,2,2,3,3,3,3,1,1,-1
2,78,2,2,2,3,3,3,3,1,1,-1,-1
2,79,2,2,3,3,3,3,1,1,-1,-1,-2
2,80,2,3,3,3,3,1,1,-1,-1,-2,-3
2,81,3,3,3,3,1,1,-1,-1,-2,-3,-3
2,82,3,3,3,1,1,-1,-1,-2,-3,-3,-3
2,83,3,3,1,1,-1,-1,-2,-3,-3,-3,-3
2,84,3,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2,85,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-2
2,86,1,-1,-1,-2,-3,-3,-3,-3,-2,-2,0
2,87,-1,-1,-2,-3,-3,-3,-3,-2,-2,0,0
2,88,-1,-2,-3,-3,-3,-3,-2,-2,0,0,2
2,89,-2,-3,-3,-3,-3,-2,-2,0,0,2,2
2,90,-3,-3,-3,-3,-2,-2,0,0,2,2,2
2,91,-3,-3,-3,-2,-2,0,0,2,2,2,3
2,92,-3,-3,-2,-2,0,0,2,2,2,3,3
2,93,-3,-2,-2,0,0,2,2,2,3,3,3
2,94,-2,-2,0,0,2,2,2,3,3,3,3
2,95,-2,0,0,2,2,2,3,3,3,3,1
2,96,0,0,2,2,2,3,3,3,3,1,1
2,97,0,2,2,2,3,3,3,3,1,1,-1
2,98,2,2,2,3,3,3,3,1,1,-1,-1
2,99,2,2,3,3,3,3,1,1,-1,-1,-2
2,100,2,3,3,3,3,1,1,-1,-1,-2,-3
2,101,3,3,3,3,1,1,-1,-1,-2,-3,-3
2,102,3,3,3,1,1,-1,-1,-2,-3,-3,-3
2,103,3,3,1,1,-1,-1,-2,-3,-3,-3,-3
2,104,3,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2,105,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-2
2,106,1,-1,-1,-2,-3,-3,-3,-3,-2,-2,0
2,107,-1,-1,-2,-3,-3,-3,-3,-2,-2,0,0
2,108,-1,-2,-3,-3,-3,-3,-2,-2,0,0,2
2,109,-2,-3,-3,-3,-3,-2,-2,0,0,2,2
2,110,-3,-3,-3,-3,-2,-2,0,0,2,2,2
2,111,-3,-3,-3,-2,-2,0,0,2,2,2,3
2,112,-3,-3,-2,-2,0,0,2,2,2,3,3
2,113,-3,-2,-2,0,0,2,2,2,3,3,3
2,114,-2,-2,0,0,2,2,2,3,3,3,3
2,115,-2,0,0,2,2,2,3,3,3,3,1
2,116,0,0,2,2,2,3,3,3,3,1,1
2,117,0,2,2,2,3,3,3,3,1,1,-1
2,118,2,2,2,3,3,3,3,1,1,-1,-1
2,119,2,2,3,3,3,3,1,1,-1,-1,-2
2,120,2,3,3,3,3,1,1,-1,-1,-2,-3
2,121,3,3,3,3,1,1,-1,-1,-2,-3,-3
2,122,3,3,3,1,1,-1,-1,-2,-3,-3,-3
2,123,3,3,1,1,-1,-1,-2,-3,-3,-3,-3
2,124,3,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2,125,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-2
2,126,1,-1,-1,-2,-3,-3,-3,-3,-2,-2,0
2,127,-1,-1,-2,-3,-3,-3,-3,-2,-2,0,0
2,128,-1,-2,-3,-3,-3,-3,-2,-2,0,0,2
2,129,-2,-3,-3,-3,-3,-2,-2,0,0,2,2
2,130,-3,-3,-3,-3,-2,-2,0,0,2,2,2
2,131,-3,-3,-3,-2,-2,0,0,2,2,2,3
2,132,-3,-3,-2,-2,0,0,2,2,2,3,3
2,133,-3,-2,-2,0,0,2,2,2,3,3,3
2,134,-2,-2,0,0,2,2,2,3,3,3,3
2,135,-2,0,0,2,2,2,3,3,3,3,1
2,136,0,0,2,2,2,3,3,3,3,1,1
2,137,0,2,2,2,3,3,3,3,1,1,-1
2,138,2,2,2,3,3,3,3,1,1,-1,-1
2,139,2,2,3,3,3,3,1,1,-1,-1,-2
2,140,2,3,3,3,3,1,1,-1,-1,-2,-3
2,141,3,3,3,3,1,1,-1,-1,-2,-3,-3
2,142,3,3,3,1,1,-1,-1,-2,-3,-3,-3
2,143,3,3,1,1,-1,-1,-2,-3,-3,-3,-3
2,144,3,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2,145,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-2
2,146,1,-1,-1,-2,-3,-3,-3,-3,-2,-2,0
2,147,-1,-1,-2,-3,-3,-3,-3,-2,-2,0,0
2,148,-1,-2,-3,-3,-3,-3,-2,-2,0,0,2
2,149,-2,-3,-3,-3,-3,-2,-2,0,0,2,2
2,150,-3,-3,-3,-3,-2,-2,0,0,2,2,2
2,151,-3,-3,-3,-2,-2,0,0,2,2,2,3
2,152,-3,-3,-2,-2,0,0,2,2,2,3,3
2,153,-3,-2,-2,0,0,2,2,2,3,3,3
2,154,-2,-2,0,0,2,2,2,3,3,3,3
2,155,-2,0,0,2,2,2,3,3,3,3,1
2,156,0,0,2,2,2,3,3,3,3,1,1
2,157,0,2,2,2,3,3,3,3,1,1,-1
